Column1;id_str;text;screen_name;search_term;search_term_group;source;ibm_watson_sentiment;sentiment_revised;sentiment
141;1,45236E+18;"abracadabra e hallowentown melhores filmes de halloween da Disney
junto da maior o estranho mundo de Jack";L_Diego5;disney+;disney+;Twitter for iPhone;910157;1;1
7156;1,4499E+18;@gakim0 vc parece muito com a menina de uma série da netflix, chamada extracurricular;marllonfelipe;netflix;netflix;Twitter Web App;652334;0;1
3056;1,45092E+18;Eis que vc está no meio do expediente e te relembram que a serie que vc mais quer assistir em 2021 estreará HOJE!… https://t.co/lRNizues07;caduko;globoplay;globoplay;Twitter para iPhone;8,43704E+15;1;1
2232;1,45137E+18;Cadê as amizades com a conta globoplay??;igor_mirandaa;globoplay;globoplay;Twitter para iPhone;-692876;-1;-1
6053;1,45066E+18;@pedroivoalmeida @Casimiro acho que por sr conteúdo da Netflix não pode, uma pena!;obieldiniz;netflix;netflix;Twitter Web App;-892932;-1;-1
2187;1,45136E+18;@globoplay assinei o Globoplay pela AppStore, mas ao acessar com a minha conta o site ele não me reconhece como burro… https://t.co/6SHcS7AWeP;brunoagsk;globoplay;globoplay;Twitter for iPhone;-686516;-1;-1
6487;1,45045E+18;A SESSÃO PERDIDA! Novo cartaz oficial da série em live-action de #CowboyBebop para a Netflix 💥 https://t.co/DdS06VSZGY;nerd_site;netflix;netflix;Twitter for Android;677708;0;1
4543;1,45191E+18;Confira os Melhores Filmes de Aventura para maratonar na Netflix https://t.co/pobWk1V8A8;tsvenceslau;netflix;netflix;Twitter for Android;726639;1;1
7708;1,44946E+18;@HorrorMoviesBR Eu com ódio pa nova de slasher não vai ser exibida pela Netflix https://t.co/jJY0rcOAhn;galdinaxx;netflix;netflix;Twitter for Android;-763559;-1;- 1
4642;1,45172E+18;O Cowboy Bebop entrou na Netflix Brasil, recomendo demais!!!! (Eles incluíram a dublagem brasileira!!!!) https://t.co/7YY6XYGPF2;LuckySalamander;netflix;netflix;Twitter Web App;9,94456E+15;1;1
7514;1,44958E+18;Aceitei o fato de que não vou beijar ninguém em 2021. Essa semana passei a sexta e o sábado a noite em casa assist… https://t.co/bZfjzsRbmR;psorlucas;netflix;netflix;Twitter para iPhone;-68725;-1;-1
5286;1,45118E+18;@Luiza666 ... e que eu só gostava pq era reacinha e não sabia. Ver o especial da Netflix dele foi uma agradável sur… https://t.co/NiwYRxJMQR;commiespecter;netflix;netflix;Twitter Web App;729816;1;1
5847;1,45085E+18;@_hadassinha Assiste beleza oculta, tem no Netflix;R_drig9;netflix;netflix;Twitter for Android;815733;1;1
8008;1,45009E+18;@helisonsm @PrimeVideoBR @paramountplusbr Que pena!! Primevideo vai ficar com pouca coisa, mas se bem q é um bonu… https://t.co/pDlXEQTJzQ;jeffvillalbabr;primevideo;primevideo;Twitter for Android;-5,8642E+15;-1;-1
4115;1,45242E+18;@MB3RT0 @deathgasmer @matheusjoyboy E de qualquer forma, não tem nem ligação falar que algo vai dar errado só pq fi… https://t.co/zpyqYFoJAI;Nathybasket;netflix;netflix;Twitter Aplicativo da Web;-7,53389E+15;-1;-1
2189;1,45136E+18;@ocallaghanrod @globoplay Se não quiser usar doa, com certeza alguma instituição vai fazer bom uso 🙂;xonas;globoplay;globoplay;Twitter for Android;841298;1;1
7576;1,44955E+18;"Porra nenhuma pra fazer
Nada que preste na Netflix
Noite chuvosa , lugar nenhum pra ir
Porra que tédio
Nem sono pr… https://t.co/lMIoMj0T5T";CanhotoNao;netflix;netflix;Twitter for Android;-9,88271E+15;-1;-1
3230;1,45245E+18;@lucas_rabbelo Não é a mesma. Justamente por isso está em uma pasta separada.;news_globoplay;globoplay;globoplay;Twitter for Android;-710875;0;-1
6445;1,45046E+18;Nem acredito que saiu do Carandiru na Netflix 💖🥰;gfnascimento19;netflix;netflix;Twitter for Android;-853299;1;-1
6754;1,4502E+18;Pq realmente Netflix postar algo assim vai fazer as pessoas que são fãs do reelde mexicano quererem assistir... não… https://t.co/TPBc9k1RoL;Yaya__SG;netflix;netflix;Twitter for Android ;-9,21936E+15;-1;-1
569;1,45136E+18;nunca fui triste serio obg disney!!!!!!!!!!!!!!! https://t.co/gJnFCBDhx2;Rayanedonadio1;disney+;disney+;Twitter Web App;-756264;-1;-1
7596;1,44953E+18;um sabadinho chuvoso desse com netflix, tá sendo um sábado muito gostosin;alvelinooo;netflix;netflix;Twitter for iPhone;8,71436E+15;1;1
3715;1,44963E+18;@boundtoherrera Mas cagaram pra Tenet porque me lançaram no meio da pandemia quando deu uma quedinha nas mortes. Não… https://t.co/rJ9a4OQ3y6;EuInacioNetto;hbo max;hbomax;Twitter para Android;-971817;-1;-1
4163;1,45235E+18;uma das produções originais da Netflix que não me posso recomendar é 'Filmes que Marcam Época'. É um prato cheio… https://t.co/IZ2veak49j;anicolau88;netflix;netflix;TweetDeck;787957;1;1
3457;1,4509E+18;Eu tenho a sensação de que todo jogo que vou assistir na merda da HBO Max, é o fraquíssimo Jorge Iggor que narra.;odiogodefreitas;hbo max;hbomax;Twitter for iPhone;-7,59481E+15 ;-1;-1
1329;1,45017E+18;@ComboInfinito Engraçado que hoje me chegou uma pesquisa de satisfação do disney+ e eu reclamei que atualizo um pouco. Rsrs.;RickKtips;disney+;disney+;Twitter para Android;9,63961E+15;-1;1
7821;1,44937E+18;como assim eu vou ter que esperar pra ver o resto do casamento as cegas, tava envolvida já netflix por favor tem criança chorando aqui;browniedecu;netflix;netflix;Twitter Web App;-8,36687E+ 15;-1;-1
288;1,45197E+18;@CliCarvalho Disney+ todos os clássicos. tô maratonando inclusive;broccolith;disney+;disney+;Twitter para Android;877922;1;1
2993;1,45096E+18;Operação Pacífico na Globoplay, quem mais assiste em espanhol? Estou terminando e já triste por não ter mais episódios.;rsantanielli;globoplay;globoplay;Twitter for Android;-882826;-1;-1
4947;1,45138E+18;"Oq as outras meninas querem na tpm: mimos, amor, carinho e ver Netflix
Eu: comida e poder dar 🤏🏻✨😍";Juhxb_;netflix;netflix;Twitter for Android;9,68285E+15;-1;1
6957;1,45009E+18;não gostei do final da 3° temp de You, dona Netflix matou a mulhé e eu gostei dela;gllanzy;netflix;netflix;Twitter for Android;-955303;-1;-1
6633;1,45026E+18;"descobri que a Netflix da minha ex ainda tá no meu celular 😍😍
seria errado eu usar? KKKKKK";souza_psnrs;netflix;netflix;Twitter para Android;6,3014E+15;1;1
6435;1,45047E+18;quem diria q eu estaria aqui, ansioso pro cowboy bebop do netflix;PavloQveiroz;netflix;netflix;Twitter Web App;788794;1;1
4712;1,45167E+18;queria ver um filme mas lembrei que não tenho mais Netflix 🤡;iluzialima;netflix;netflix;Twitter for iPhone;-904114;-1;-1
6569;1,45031E+18;Alguém aí já viu aquele Sweet Home da Netflix? Eh daora?;Sicolinossd;netflix;netflix;Twitter para iPhone;718441;0;1
7340;1,4498E+18;"Você pediu e a Netflix liberou!

Uma playlist da 2ª temporada de Locke & Key já está disponível no @SpotifyBrasil 🎶… https://t.co/zBDfc1GKG5";brlockeandkey;netflix;netflix;Twitter for Android;6,56804E+15;1;1
3559;1,45054E+18;Vai rolar a bola agora para PSG x RB Leipzig. Transmissão ao vivo do SBT e da TNT. O Space mostra Atlético de Madri… https://t.co/wFXni31qYS;allansimon91;hbo max;hbomax;Twitter Web App;526384;1;1
7045;1,44995E+18;@mamorettoo realmente ta tendo muito impacto mas quanto a inovar discordo... pra mim é mais um genérico da netflix… https://t.co/M0meD79jTI;leonardinhar;netflix;netflix;Twitter for iPhone;740876;-1;1
6778;1,45019E+18;@fallintokdrama kkkkkk sim exatamente, eu tinha assistindo somente um dorama na vida que foi ( alice in borderland)… https://t.co/SkoyyPozkW;tvdxuniverso;netflix;netflix;Twitter for Android; 693591;-1;1
6257;1,45057E+18;daí o problema, que as pessoas inteligentes já apontavam há muito tempo, da Netflix ser a única fonte oficial de au… https://t.co/wyTcLdbT51;caiocoletti;netflix;netflix;Twitter Web Aplicativo;-817046;-1;-1
7642;1,4495E+18;E vamos de torcer pelo casal mais brabo da Netflix 🥰 https://t.co/27l4BZDWVC;LeticiasAnatomy;netflix;netflix;Twitter for iPhone;79945;1;1
916;1,45067E+18;@chicobarney Mc Disney não chega muito longe , ele quer ser a voz da razão...mané.;Jonathandefar;disney+;disney+;Twitter for Android;-953023;-1;-1
6637;1,45026E+18;@cm1lle Ai amg todo mundo fala issoo que tristeza, nem pra Netflix renovar a série pra eu ver o final da história 😔;sheisali_;netflix;netflix;Twitter for Android;-9,69048E+15 ;-1;-1
7095;1,44992E+18;@a_alinediniz @rvandromel Doces Mágnolias na Netflix é EXATAMENTE a mesma vibe! 💖;patricia_gomes;netflix;netflix;Twitter para iPhone;9,42546E+15;1;1
3551;1,45055E+18;Ah... QUE SHOW É O SINAL DA HBO MAX!!! Meu SONHO DE CONSUMO é o sinal da HBO com o catálogo do Star+;vandokajuru;hbo max;hbomax;Twitter for Android;5,70586E+15;1;1
4586;1,45178E+18;02:02 e eu tô de cabeça no casamento às cegas mkkkkkk obg Netflix por essa enxurrada de vergonha alheia;thaisddr_;netflix;netflix;Twitter for iPhone;-840541;-1;-1
4393;1,45207E+18;"@EmillenyLazaro Good Witch! minha série conforto 🥰 a mais levinha água com açúcar que há!

Crazy Ex-Girlfriend (tud… https://t.co/BHpCBkUyaT";anitadash;netflix;netflix;Twitter para iPhone;5,84351E+15;1;1
5644;1,45092E+18;"como q tem uma série na Netflix chamada ""vida após a morte"" e eu nunca assisto ??????";ClarsSinclair;netflix;netflix;Twitter for Android;-661924; 1;-1
4931;1,45139E+18;"Esperando pra ver quanto tempo a Amazon e Netflix vai demorar pra colocar o filme ""Uma linda mulher"" no catálogo";AnaBeatriz_0711;netflix;netflix;Twitter for Android;892684;-1; 1
5493;1,451E+18;fora isso acho sem necessidade, pelo menos sei q essa versão netflix será melhor que a br kkkkkk;itsbaldini;netflix;netflix;Twitter for iPhone;-6,73264E+15;-1;-1
3245;1,4526E+18;@marcosmichalak @zito2020 @PatriciaKogut @globoplay Seríssimo !! Algum bug está dando;MazzaViviane;globoplay;globoplay;Twitter para iPhone;-754275;-1;-1
1158;1,45044E+18;@g_garc2 APOIO kkkk me faça rir esse ai ta na disney!;Leandrolimaaofc;disney+;disney+;Twitter para Android;6,58218E+15;-1;1
6283;1,45056E+18;@NetflixBrasil Cadê namorado de natal? E não teremos mais sequência do Príncipe de Natal? Gosto tanto senhora Netflix 🌲🌲❤️;celinhaaa;netflix;netflix;Twitter for Android;714603;-1;1
6631;1,45026E+18;Como você consegue ser tão ruim mas mesmo assim intrigante? E eu gosto do sarcasmo da série. Aff te odeio netflix;majups_;netflix;netflix;Twitter para Android;-978563;-1;-1
2861;1,45098E+18;"@forumeplay @globoplay Lixo de app, eplay
Tem que jogar fora e fazer de novo";rickvittorino;globoplay;globoplay;Twitter for iPhone;-891156;-1;-1
1474;1,44991E+18;@GustavinPlus @Daniel_gutiere Nunca vi! Conto de fada da Disney, passo haha ​​😑;cinestera;disney+;disney+;Twitter for iPhone;899835;-1;1
8012;1,44957E+18;Assisti Agora Estamos Sozinhos na #PrimeVideo mas que filme chato e monótono, muito ruim;crovislimone2;primevideo;primevideo;Twitter for iPhone;-9,84106E+15;-1;-1
3284;1,4524E+18;Como o aplicativo da HBO Max é ruim. Minha nossa!;r0cc0;hbo max;hbomax;Twitter para Android;-911342;-1;-1
2862;1,45098E+18;O @globoplay de Alguém tá funcionando? #VerdadeSecretas2;RealityTvBr;globoplay;globoplay;Twitter para Android;-700993;-1;-1
1449;1,44996E+18;@Dantinhas Me tornei quem eu mais temiaaa.. pq nessaaa tretaa to do ladoo do mc Disney e nao abro! Solange chataaa.. vitimista.. imatura!;IFLdesconhecida;disney+;disney+;Twitter para iPhone;-977784;-1;-1
